trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,exp_name,exp_stage,test_part,subjectID,databaseID,counterbal,choice_stimuli_1,choice_stimuli_2,pattern_stimuli,rewarded_answer,correct_answer,feedback_duration_times,stim_left,stim_right,pair,trial,response_correct,response_rewarded,chosen_stim,counter,displayed_choice,feedback_durations,ITI_duration,labels,rest_warning,prolificID,start_time,date
html-keyboard-response,10,20874,0.0-4.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,11,23337,0.0-5.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,2450.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,12,25091,0.0-6.0-0.0,1750.0999999940395,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/demo_images/choice_trial_1.png,images/demo_images/choice_trial_2.png,images/demo_images/pattern_1.png,j,f,3000.0,1.0,2.0,20.0,3.0,1.0,0.0,1.0,10.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,13,26098,0.0-6.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_1.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,14,29115,0.0-6.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,3000.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,15,30623,0.0-6.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: red;'>0 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,16,32638,0.0-7.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,2011.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,17,34857,0.0-8.0-0.0,2214.2000000178814,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/demo_images/choice_trial_1.png,images/demo_images/choice_trial_2.png,images/demo_images/pattern_1.png,f,f,3000.0,1.0,2.0,20.0,4.0,1.0,1.0,1.0,20.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,18,35875,0.0-8.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_1.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,19,38888,0.0-8.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,3000.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,20,40397,0.0-8.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,21,40915,0.0-9.0-0.0,,,,,,mood_trial_fixation,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
lmdlab-html-vas-response,22,47087,0.0-9.0-1.0,5129.0,How happy are you right now?,0.4935064935064935,delaylearn,learning,mood_trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,"['Very unhappy', 'Very happy']",,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,23,49150,0.0-10.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,2046.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,24,51410,0.0-11.0-0.0,2255.399999976158,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px;""></div></div>",j,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/demo_images/choice_trial_2.png,images/demo_images/choice_trial_1.png,images/demo_images/pattern_1.png,j,j,3000.0,2.0,1.0,20.0,5.0,1.0,1.0,1.0,30.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,25,52426,0.0-11.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-left:608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_1.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,26,55435,0.0-11.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,3000.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,27,56949,0.0-11.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,28,59232,0.0-12.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,2272.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,29,60362,0.0-13.0-0.0,1125.300000011921,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/demo_images/choice_trial_2.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/demo_images/choice_trial_1.png,images/demo_images/choice_trial_2.png,images/demo_images/pattern_1.png,f,f,3000.0,1.0,2.0,20.0,6.0,1.0,1.0,1.0,40.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,30,61376,0.0-13.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/demo_images/pattern_1.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/demo_images/choice_trial_1.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/demo_images/choice_trial_1.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,31,64381,0.0-13.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,3000.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,32,65885,0.0-13.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-button-response,33,70582,0.0-14.0,4692.9000000059605,"
  <div style=""display: flex; align-items: center; justify-content: center; height: 80vh;"">
  <div>
          <img src=""images/inst_demo_finish.png"" style=""width: 80vw; height:auto;"">
          <br><br>
      </div>
      <br><br>
  </div>",0,,,,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,34,78786,0.0-15.0,8201.300000011921,"
  <div style=""display: flex; align-items: center; justify-content: center; height: 80vh;"">
  <div>
          <img src=""images/inst_6.png"" style=""width: 80vw; height:auto;"">
          <br><br>
      </div>
      <br><br>
  </div>",f,,,,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,35,81800,0.0-16.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,pre_fixation,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,36,83373,0.0-17.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,1555.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,37,85204,0.0-18.0-0.0,1825.800000011921,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_3.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_14.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/choice_trial_8.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/choice_trial_14.png,images/choice_trial_8.png,images/pattern_3.png,f,f,7000.0,14.0,8.0,2.0,7.0,1.0,1.0,14.0,50.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,38,86211,0.0-18.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_3.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_14.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/choice_trial_14.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,39,93229,0.0-18.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,7000.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,40,94741,0.0-18.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,41,97199,0.0-19.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,2450.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,42,100219,0.0-20.0-0.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_7.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_8.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/choice_trial_14.png"" style=""width: 408px; height: 417px;""></div></div>",,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/choice_trial_8.png,images/choice_trial_14.png,images/pattern_7.png,j,j,750.0,8.0,14.0,6.0,8.0,0.0,0.0,0.0,50.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,43,101238,0.0-20.0-1.0,,<div style='font-weight: bold; font-size: 75px; color: red;'>Missed Trial <br><br><br><br> Please respond faster</div>,,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,Missed trial,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,44,101246,0.0-20.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,0.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,45,101254,0.0-20.0-3.0,,,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,46,102968,0.0-21.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,1707.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,47,104192,0.0-22.0-0.0,1219.9000000059605,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_4.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_14.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/choice_trial_8.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/choice_trial_14.png,images/choice_trial_8.png,images/pattern_4.png,f,f,7000.0,14.0,8.0,3.0,9.0,1.0,1.0,14.0,60.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,48,105205,0.0-22.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_4.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_14.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/choice_trial_14.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,49,112222,0.0-22.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,7000.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,50,113734,0.0-22.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: green;'>+10 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,51,115481,0.0-23.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,1733.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,52,116620,0.0-24.0-0.0,1134.4000000059605,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_5.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_8.png"" style=""width: 408px; height: 417px; margin-right: 200px;""><img src=""images/choice_trial_14.png"" style=""width: 408px; height: 417px;""></div></div>",f,delaylearn,learning,trial,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,3.0,images/choice_trial_8.png,images/choice_trial_14.png,images/pattern_5.png,j,j,750.0,8.0,14.0,4.0,10.0,0.0,0.0,8.0,60.0,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,53,117629,0.0-24.0-1.0,,"<div style=""display: flex; flex-direction: column; align-items: center; margin-top: -40px;""><img src=""images/pattern_5.png"" style=""width: 234px; height: 230px; margin-top: -50px;""><div style=""display: flex; justify-content: space-between; margin-top: 33px;""><img src=""images/choice_trial_8.png"" style=""width: 408px; height: 417px; margin-right: 608px;""></div></div>",,delaylearn,learning,display_response,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,chosen stimuli: images/choice_trial_8.png,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,54,118397,0.0-24.0-2.0,,,,delaylearn,learning,feedback_duration_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,750.0,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,55,119911,0.0-24.0-3.0,,<div style='margin:auto;width: auto; font-size: 150%'><span style='font-weight: bold; font-size: 100px; color: red;'>0 points!</span><br><br></div>,,delaylearn,learning,feedback_image_window,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,,,,641373f8117053037093d10a,09:20:01,26/02/2024
html-keyboard-response,56,121610,0.0-25.0,,"<div style=""font-size:100px;"">+</div>",,delaylearn,learning,ITI,97vIdAwT2fVRnNfVX2kajhXTR6L2,97vIdAwT2fVRnNfVX2kajhXTR6L2,,,,,,,,,,,,,,,,,,1689.0,,,641373f8117053037093d10a,09:20:01,26/02/2024
